time	V(n001)	V(n003)	I(R1)
2.900018335413051e-04	2.400000e+01	1.207864e+01	2.013107e+00
2.900100000000000e-04	2.400000e+01	1.207824e+01	2.013040e+00
2.903640332628680e-04	2.400000e+01	1.206312e+01	2.010520e+00
2.907180665257360e-04	2.400000e+01	1.205047e+01	2.008411e+00
2.910720997886041e-04	2.400000e+01	1.204029e+01	2.006714e+00
2.914261330514720e-04	2.400000e+01	1.203257e+01	2.005428e+00
2.917801663143401e-04	2.400000e+01	1.202732e+01	2.004554e+00
2.921341995772081e-04	2.400000e+01	1.202454e+01	2.004091e+00
2.924882328400761e-04	2.400000e+01	1.202423e+01	2.004039e+00
2.934647953400761e-04	2.400000e+01	1.203203e+01	2.005339e+00
2.936855388629223e-04	2.400000e+01	1.203574e+01	2.005956e+00
2.939062823857687e-04	2.400000e+01	1.204052e+01	2.006753e+00
2.941270259086149e-04	2.400000e+01	1.204637e+01	2.007729e+00
2.943477694314612e-04	2.400000e+01	1.205330e+01	2.008883e+00
2.945685129543074e-04	2.400000e+01	1.206130e+01	2.010217e+00
2.947892564771538e-04	2.400000e+01	1.207037e+01	2.011729e+00
2.950100000000000e-04	2.400000e+01	1.208052e+01	2.013421e+00
2.950186250000067e-04	2.400000e+01	1.208093e+01	2.013488e+00
2.950191250000043e-04	2.400000e+01	1.208095e+01	2.013492e+00
2.950200000000000e-04	2.400000e+01	1.208099e+01	2.013498e+00
2.953643100994505e-04	2.400000e+01	1.209503e+01	2.015839e+00
2.957086201989009e-04	2.400000e+01	1.210670e+01	2.017784e+00
2.960529302983514e-04	2.400000e+01	1.211601e+01	2.019334e+00
2.963972403978018e-04	2.400000e+01	1.212293e+01	2.020489e+00
2.967415504972522e-04	2.400000e+01	1.212749e+01	2.021249e+00
2.970858605967027e-04	2.400000e+01	1.212968e+01	2.021614e+00
2.974301706961531e-04	2.400000e+01	1.212950e+01	2.021583e+00
2.984067331961531e-04	2.400000e+01	1.212027e+01	2.020044e+00
2.986343427395598e-04	2.400000e+01	1.211616e+01	2.019360e+00
2.988619522829665e-04	2.400000e+01	1.211090e+01	2.018483e+00
2.990895618263732e-04	2.400000e+01	1.210449e+01	2.017415e+00
2.993171713697799e-04	2.400000e+01	1.209693e+01	2.016155e+00
2.995447809131866e-04	2.400000e+01	1.208822e+01	2.014703e+00
2.997723904565933e-04	2.400000e+01	1.207835e+01	2.013058e+00
3.000000000000000e-04	2.400000e+01	1.206733e+01	2.011222e+00
3.000004999999722e-04	2.400000e+01	1.206731e+01	2.011218e+00
3.000014999999165e-04	2.400000e+01	1.206726e+01	2.011210e+00
3.000034999998051e-04	2.400000e+01	1.206716e+01	2.011194e+00
3.000100000000000e-04	2.400000e+01	1.206684e+01	2.011141e+00
3.003835089155411e-04	2.400000e+01	1.205100e+01	2.008500e+00
3.007570178310822e-04	2.400000e+01	1.203787e+01	2.006312e+00
3.011305267466233e-04	2.400000e+01	1.202746e+01	2.004576e+00
3.015040356621644e-04	2.400000e+01	1.201976e+01	2.003293e+00
3.018775445777055e-04	2.400000e+01	1.201477e+01	2.002462e+00
3.022510534932466e-04	2.400000e+01	1.201250e+01	2.002084e+00
3.026245624087877e-04	2.400000e+01	1.201295e+01	2.002158e+00
3.036011249087877e-04	2.400000e+01	1.202261e+01	2.003769e+00
3.041453748175754e-04	2.400000e+01	1.203524e+01	2.005873e+00
3.050100000000000e-04	2.400000e+01	1.206895e+01	2.011491e+00
3.050186249999999e-04	2.400000e+01	1.206935e+01	2.011559e+00
3.050191249999999e-04	2.400000e+01	1.206937e+01	2.011562e+00
3.050200000000000e-04	2.400000e+01	1.206942e+01	2.011569e+00
3.053643101004528e-04	2.400000e+01	1.208346e+01	2.013911e+00
3.057086202009056e-04	2.400000e+01	1.209514e+01	2.015857e+00
3.060529303013585e-04	2.400000e+01	1.210445e+01	2.017409e+00
3.063972404018113e-04	2.400000e+01	1.211140e+01	2.018566e+00
3.067415505022641e-04	2.400000e+01	1.211597e+01	2.019328e+00
3.070858606027169e-04	2.400000e+01	1.211817e+01	2.019696e+00
3.074301707031698e-04	2.400000e+01	1.211801e+01	2.019668e+00
3.084067332031698e-04	2.400000e+01	1.210884e+01	2.018139e+00
3.086343427455741e-04	2.400000e+01	1.210474e+01	2.017457e+00
3.088619522879784e-04	2.400000e+01	1.209950e+01	2.016584e+00
3.090895618303827e-04	2.400000e+01	1.209311e+01	2.015518e+00
3.093171713727870e-04	2.400000e+01	1.208557e+01	2.014261e+00
3.095447809151913e-04	2.400000e+01	1.207687e+01	2.012812e+00
3.097723904575957e-04	2.400000e+01	1.206703e+01	2.011171e+00
3.099999999999999e-04	2.400000e+01	1.205603e+01	2.009339e+00
3.100004999999975e-04	2.400000e+01	1.205601e+01	2.009335e+00
3.100014999999927e-04	2.400000e+01	1.205596e+01	2.009326e+00
3.100034999999829e-04	2.400000e+01	1.205586e+01	2.009310e+00
3.100100000000000e-04	2.400000e+01	1.205554e+01	2.009257e+00
3.103835089274335e-04	2.400000e+01	1.203974e+01	2.006623e+00
3.107570178548669e-04	2.400000e+01	1.202664e+01	2.004441e+00
3.111305267823004e-04	2.400000e+01	1.201627e+01	2.002712e+00
3.115040357097338e-04	2.400000e+01	1.200861e+01	2.001436e+00
3.118775446371672e-04	2.400000e+01	1.200367e+01	2.000612e+00
3.122510535646007e-04	2.400000e+01	1.200145e+01	2.000242e+00
3.126245624920341e-04	2.400000e+01	1.200194e+01	2.000324e+00
3.136011249920341e-04	2.400000e+01	1.201174e+01	2.001956e+00
3.141453749840683e-04	2.400000e+01	1.202444e+01	2.004073e+00
3.150100000000000e-04	2.400000e+01	1.205828e+01	2.009713e+00
3.150188290992799e-04	2.400000e+01	1.205869e+01	2.009782e+00
3.150194267547209e-04	2.400000e+01	1.205872e+01	2.009787e+00
3.150194984103808e-04	2.400000e+01	1.205872e+01	2.009787e+00
3.150195163242958e-04	2.400000e+01	1.205872e+01	2.009787e+00
3.150195521521257e-04	2.400000e+01	1.205873e+01	2.009788e+00
3.150196238077856e-04	2.400000e+01	1.205873e+01	2.009788e+00
3.150197671191054e-04	2.400000e+01	1.205874e+01	2.009789e+00
3.150199999999999e-04	2.400000e+01	1.205875e+01	2.009791e+00
3.153775353489484e-04	2.400000e+01	1.207330e+01	2.012217e+00
3.157350706978969e-04	2.400000e+01	1.208533e+01	2.014222e+00
3.160926060468454e-04	2.400000e+01	1.209483e+01	2.015805e+00
3.164501413957939e-04	2.400000e+01	1.210179e+01	2.016966e+00
3.168076767447423e-04	2.400000e+01	1.210623e+01	2.017706e+00
3.171652120936908e-04	2.400000e+01	1.210814e+01	2.018024e+00
3.175227474426393e-04	2.400000e+01	1.210752e+01	2.017920e+00
3.184993099426393e-04	2.400000e+01	1.209723e+01	2.016205e+00
3.187122656651194e-04	2.400000e+01	1.209304e+01	2.015507e+00
3.189252213875995e-04	2.400000e+01	1.208785e+01	2.014642e+00
3.191381771100796e-04	2.400000e+01	1.208165e+01	2.013608e+00
3.193511328325597e-04	2.400000e+01	1.207444e+01	2.012406e+00
3.195640885550398e-04	2.400000e+01	1.206622e+01	2.011036e+00
3.197770442775199e-04	2.400000e+01	1.205699e+01	2.009498e+00
3.199900000000000e-04	2.400000e+01	1.204675e+01	2.007791e+00
3.199925000000008e-04	2.400000e+01	1.204663e+01	2.007771e+00
3.200000000002049e-04	2.400000e+01	1.204626e+01	2.007710e+00
3.200000081856260e-04	2.400000e+01	1.204626e+01	2.007710e+00
3.200000163710471e-04	2.400000e+01	1.204626e+01	2.007710e+00
3.200000245564682e-04	2.400000e+01	1.204626e+01	2.007710e+00
3.200000327418892e-04	2.400000e+01	1.204626e+01	2.007709e+00
3.200000409273103e-04	2.400000e+01	1.204626e+01	2.007709e+00
3.200000491127314e-04	2.400000e+01	1.204626e+01	2.007709e+00
3.200000572981525e-04	2.400000e+01	1.204626e+01	2.007709e+00
3.200001145963187e-04	2.400000e+01	1.204625e+01	2.007709e+00
3.200002291926512e-04	2.400000e+01	1.204625e+01	2.007708e+00
3.200004583853160e-04	2.400000e+01	1.204624e+01	2.007706e+00
3.200009167706457e-04	2.400000e+01	1.204621e+01	2.007702e+00
3.200018335413051e-04	2.400000e+01	1.204617e+01	2.007695e+00
3.200100000000000e-04	2.400000e+01	1.204577e+01	2.007629e+00
3.203640332628680e-04	2.400000e+01	1.203072e+01	2.005121e+00
3.207180665257360e-04	2.400000e+01	1.201815e+01	2.003025e+00
3.210720997886040e-04	2.400000e+01	1.200805e+01	2.001342e+00
3.214261330514720e-04	2.400000e+01	1.200042e+01	2.000071e+00
3.217801663143400e-04	2.400000e+01	1.199527e+01	1.999212e+00
3.221341995772080e-04	2.400000e+01	1.199259e+01	1.998765e+00
3.224882328400761e-04	2.400000e+01	1.199238e+01	1.998730e+00
3.234647953400761e-04	2.400000e+01	1.200049e+01	2.000081e+00
3.236855388629223e-04	2.400000e+01	1.200426e+01	2.000711e+00
3.239062823857686e-04	2.400000e+01	1.200912e+01	2.001520e+00
3.241270259086149e-04	2.400000e+01	1.201505e+01	2.002508e+00
3.243477694314611e-04	2.400000e+01	1.202205e+01	2.003676e+00
3.245685129543074e-04	2.400000e+01	1.203014e+01	2.005023e+00
3.247892564771537e-04	2.400000e+01	1.203929e+01	2.006549e+00
3.250100000000000e-04	2.400000e+01	1.204953e+01	2.008255e+00
3.250186250000067e-04	2.400000e+01	1.204993e+01	2.008322e+00
3.250191250000042e-04	2.400000e+01	1.204996e+01	2.008326e+00
3.250200000000000e-04	2.400000e+01	1.205000e+01	2.008333e+00
3.253643100994504e-04	2.400000e+01	1.206418e+01	2.010696e+00
3.257086201989009e-04	2.400000e+01	1.207599e+01	2.012665e+00
3.260529302983513e-04	2.400000e+01	1.208544e+01	2.014239e+00
3.263972403978017e-04	2.400000e+01	1.209252e+01	2.015419e+00
3.267415504972522e-04	2.400000e+01	1.209723e+01	2.016204e+00
3.270858605967026e-04	2.400000e+01	1.209957e+01	2.016595e+00
3.274301706961531e-04	2.400000e+01	1.209954e+01	2.016591e+00
3.284067331961531e-04	2.400000e+01	1.209078e+01	2.015130e+00
3.286336284538453e-04	2.400000e+01	1.208680e+01	2.014467e+00
3.288605237115375e-04	2.400000e+01	1.208168e+01	2.013613e+00
3.290874189692296e-04	2.400000e+01	1.207541e+01	2.012569e+00
3.293143142269218e-04	2.400000e+01	1.206800e+01	2.011334e+00
3.295412094846139e-04	2.400000e+01	1.205945e+01	2.009908e+00
3.297681047423061e-04	2.400000e+01	1.204975e+01	2.008291e+00
3.299949999999983e-04	2.400000e+01	1.203890e+01	2.006484e+00
3.299999999999932e-04	2.400000e+01	1.203866e+01	2.006444e+00
3.300000000000000e-04	2.400000e+01	1.203866e+01	2.006444e+00
3.300000000000137e-04	2.400000e+01	1.203866e+01	2.006444e+00
3.300000000000956e-04	2.400000e+01	1.203866e+01	2.006444e+00
3.300000081855323e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000163709690e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000245564057e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000327418424e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000409272791e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000491127158e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300000572981525e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300001145963188e-04	2.400000e+01	1.203866e+01	2.006443e+00
3.300002291926512e-04	2.400000e+01	1.203865e+01	2.006442e+00
3.300004583853160e-04	2.400000e+01	1.203864e+01	2.006440e+00
3.300009167706457e-04	2.400000e+01	1.203862e+01	2.006436e+00
3.300018335413051e-04	2.400000e+01	1.203857e+01	2.006428e+00
3.300100000000000e-04	2.400000e+01	1.203818e+01	2.006362e+00
3.303640332628680e-04	2.400000e+01	1.202321e+01	2.003869e+00
3.307180665257360e-04	2.400000e+01	1.201073e+01	2.001788e+00
3.310720997886040e-04	2.400000e+01	1.200071e+01	2.000118e+00
3.314261330514720e-04	2.400000e+01	1.199317e+01	1.998862e+00
3.317801663143401e-04	2.400000e+01	1.198810e+01	1.998017e+00
3.321341995772080e-04	2.400000e+01	1.198551e+01	1.997585e+00
3.324882328400761e-04	2.400000e+01	1.198539e+01	1.997564e+00
3.334647953400761e-04	2.400000e+01	1.199373e+01	1.998955e+00
3.336855388629223e-04	2.400000e+01	1.199756e+01	1.999594e+00
3.339062823857687e-04	2.400000e+01	1.200247e+01	2.000412e+00
3.341270259086149e-04	2.400000e+01	1.200845e+01	2.001409e+00
3.343477694314612e-04	2.400000e+01	1.201551e+01	2.002586e+00
3.345685129543074e-04	2.400000e+01	1.202365e+01	2.003942e+00
3.347892564771537e-04	2.400000e+01	1.203286e+01	2.005477e+00
3.350100000000000e-04	2.400000e+01	1.204315e+01	2.007192e+00
3.350186250000067e-04	2.400000e+01	1.204356e+01	2.007260e+00
3.350191250000043e-04	2.400000e+01	1.204358e+01	2.007264e+00
3.350200000000000e-04	2.400000e+01	1.204362e+01	2.007271e+00
3.353643100994505e-04	2.400000e+01	1.205789e+01	2.009648e+00
3.357086201989009e-04	2.400000e+01	1.206979e+01	2.011631e+00
3.360529302983514e-04	2.400000e+01	1.207932e+01	2.013219e+00
3.363972403978018e-04	2.400000e+01	1.208648e+01	2.014413e+00
3.367415504972522e-04	2.400000e+01	1.209128e+01	2.015213e+00
3.370858605967027e-04	2.400000e+01	1.209370e+01	2.015617e+00
3.374301706961531e-04	2.400000e+01	1.209376e+01	2.015627e+00
3.384067331961531e-04	2.400000e+01	1.208524e+01	2.014206e+00
3.386343427395598e-04	2.400000e+01	1.208130e+01	2.013550e+00
3.388619522829665e-04	2.400000e+01	1.207621e+01	2.012702e+00
3.390895618263732e-04	2.400000e+01	1.206997e+01	2.011662e+00
3.393171713697799e-04	2.400000e+01	1.206258e+01	2.010430e+00
3.395447809131866e-04	2.400000e+01	1.205404e+01	2.009007e+00
3.397723904565933e-04	2.400000e+01	1.204435e+01	2.007392e+00
3.400000000000000e-04	2.400000e+01	1.203351e+01	2.005585e+00
3.400004999999722e-04	2.400000e+01	1.203349e+01	2.005581e+00
3.400014999999165e-04	2.400000e+01	1.203344e+01	2.005573e+00
3.400034999998051e-04	2.400000e+01	1.203334e+01	2.005557e+00
3.400100000000000e-04	2.400000e+01	1.203303e+01	2.005505e+00
3.403835089155411e-04	2.400000e+01	1.201748e+01	2.002913e+00
3.407570178310822e-04	2.400000e+01	1.200464e+01	2.000774e+00
3.411305267466233e-04	2.400000e+01	1.199453e+01	1.999088e+00
3.415040356621644e-04	2.400000e+01	1.198713e+01	1.997855e+00
3.418775445777055e-04	2.400000e+01	1.198245e+01	1.997075e+00
3.422510534932466e-04	2.400000e+01	1.198049e+01	1.996748e+00
3.426245624087877e-04	2.400000e+01	1.198124e+01	1.996874e+00
3.436011249087877e-04	2.400000e+01	1.199172e+01	1.998621e+00
3.441453748175754e-04	2.400000e+01	1.200481e+01	2.000802e+00
3.450100000000000e-04	2.400000e+01	1.203926e+01	2.006544e+00
3.450186249999999e-04	2.400000e+01	1.203967e+01	2.006612e+00
3.450191249999999e-04	2.400000e+01	1.203970e+01	2.006616e+00
3.450200000000000e-04	2.400000e+01	1.203974e+01	2.006623e+00
3.453643101004528e-04	2.400000e+01	1.205409e+01	2.009015e+00
3.457086202009056e-04	2.400000e+01	1.206607e+01	2.011012e+00
3.460529303013585e-04	2.400000e+01	1.207568e+01	2.012614e+00
3.463972404018113e-04	2.400000e+01	1.208293e+01	2.013821e+00
3.467415505022641e-04	2.400000e+01	1.208781e+01	2.014634e+00
3.470858606027169e-04	2.400000e+01	1.209032e+01	2.015053e+00
3.474301707031698e-04	2.400000e+01	1.209046e+01	2.015076e+00
3.484067332031698e-04	2.400000e+01	1.208216e+01	2.013693e+00
3.486343427455741e-04	2.400000e+01	1.207827e+01	2.013045e+00
3.488619522879784e-04	2.400000e+01	1.207323e+01	2.012206e+00
3.490895618303827e-04	2.400000e+01	1.206705e+01	2.011175e+00
3.493171713727870e-04	2.400000e+01	1.205971e+01	2.009952e+00
3.495447809151913e-04	2.400000e+01	1.205122e+01	2.008537e+00
3.497723904575957e-04	2.400000e+01	1.204158e+01	2.006931e+00
3.499999999999999e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000081854503e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000163709007e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000245563510e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000327418014e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000409272518e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000491127021e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500000572981525e-04	2.400000e+01	1.203079e+01	2.005132e+00
3.500001145963187e-04	2.400000e+01	1.203079e+01	2.005131e+00
3.500002291926511e-04	2.400000e+01	1.203078e+01	2.005131e+00
3.500004583853160e-04	2.400000e+01	1.203077e+01	2.005129e+00
3.500009167706457e-04	2.400000e+01	1.203075e+01	2.005125e+00
3.500018335413051e-04	2.400000e+01	1.203071e+01	2.005118e+00
3.500099999999999e-04	2.400000e+01	1.203031e+01	2.005052e+00
3.503640332628680e-04	2.400000e+01	1.201552e+01	2.002586e+00
3.507180665257360e-04	2.400000e+01	1.200319e+01	2.000532e+00
3.510720997886040e-04	2.400000e+01	1.199334e+01	1.998890e+00
3.514261330514720e-04	2.400000e+01	1.198596e+01	1.997660e+00
3.517801663143400e-04	2.400000e+01	1.198106e+01	1.996843e+00
3.521341995772080e-04	2.400000e+01	1.197862e+01	1.996437e+00
3.524882328400760e-04	2.400000e+01	1.197866e+01	1.996444e+00
3.534647953400760e-04	2.400000e+01	1.198744e+01	1.997907e+00
3.536855388629223e-04	2.400000e+01	1.199137e+01	1.998562e+00
3.539062823857686e-04	2.400000e+01	1.199638e+01	1.999396e+00
3.541270259086149e-04	2.400000e+01	1.200246e+01	2.000410e+00
3.543477694314611e-04	2.400000e+01	1.200962e+01	2.001603e+00
3.545685129543074e-04	2.400000e+01	1.201785e+01	2.002975e+00
3.547892564771537e-04	2.400000e+01	1.202716e+01	2.004526e+00
3.550100000000000e-04	2.400000e+01	1.203754e+01	2.006257e+00
3.550186250000066e-04	2.400000e+01	1.203795e+01	2.006325e+00
3.550191250000042e-04	2.400000e+01	1.203798e+01	2.006330e+00
3.550199999999999e-04	2.400000e+01	1.203802e+01	2.006336e+00
3.553643100994504e-04	2.400000e+01	1.205243e+01	2.008738e+00
3.557086201989009e-04	2.400000e+01	1.206448e+01	2.010746e+00
3.560529302983513e-04	2.400000e+01	1.207415e+01	2.012358e+00
3.563972403978017e-04	2.400000e+01	1.208146e+01	2.013576e+00
3.567415504972522e-04	2.400000e+01	1.208640e+01	2.014399e+00
3.570858605967026e-04	2.400000e+01	1.208897e+01	2.014828e+00
3.574301706961531e-04	2.400000e+01	1.208917e+01	2.014862e+00
3.584067331961531e-04	2.400000e+01	1.208104e+01	2.013507e+00
3.586336284538452e-04	2.400000e+01	1.207721e+01	2.012868e+00
3.588605237115374e-04	2.400000e+01	1.207224e+01	2.012039e+00
3.590874189692296e-04	2.400000e+01	1.206611e+01	2.011019e+00
3.593143142269217e-04	2.400000e+01	1.205885e+01	2.009808e+00
3.595412094846139e-04	2.400000e+01	1.205044e+01	2.008406e+00
3.597681047423061e-04	2.400000e+01	1.204088e+01	2.006814e+00
3.599949999999983e-04	2.400000e+01	1.203018e+01	2.005030e+00
3.599999999999931e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000000000000e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000000000410e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000081854855e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000163709300e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000245563745e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000327418190e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000409272635e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000491127080e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600000572981525e-04	2.400000e+01	1.202994e+01	2.004990e+00
3.600001145963187e-04	2.400000e+01	1.202994e+01	2.004989e+00
3.600002291926512e-04	2.400000e+01	1.202993e+01	2.004988e+00
3.600004583853160e-04	2.400000e+01	1.202992e+01	2.004987e+00
3.600009167706457e-04	2.400000e+01	1.202990e+01	2.004983e+00
3.600018335413051e-04	2.400000e+01	1.202985e+01	2.004976e+00
3.600100000000000e-04	2.400000e+01	1.202946e+01	2.004910e+00
3.603640332628680e-04	2.400000e+01	1.201472e+01	2.002454e+00
3.607180665257360e-04	2.400000e+01	1.200245e+01	2.000409e+00
3.610720997886040e-04	2.400000e+01	1.199266e+01	1.998776e+00
3.614261330514720e-04	2.400000e+01	1.198533e+01	1.997556e+00
3.617801663143400e-04	2.400000e+01	1.198048e+01	1.996747e+00
3.621341995772080e-04	2.400000e+01	1.197810e+01	1.996350e+00
3.624882328400761e-04	2.400000e+01	1.197820e+01	1.996366e+00
3.634647953400761e-04	2.400000e+01	1.198712e+01	1.997853e+00
3.636855388629223e-04	2.400000e+01	1.199108e+01	1.998513e+00
3.639062823857686e-04	2.400000e+01	1.199612e+01	1.999353e+00
3.641270259086149e-04	2.400000e+01	1.200223e+01	2.000372e+00
3.643477694314611e-04	2.400000e+01	1.200942e+01	2.001570e+00
3.645685129543074e-04	2.400000e+01	1.201768e+01	2.002947e+00
3.647892564771537e-04	2.400000e+01	1.202702e+01	2.004504e+00
3.650100000000000e-04	2.400000e+01	1.203743e+01	2.006239e+00
3.650186250000067e-04	2.400000e+01	1.203785e+01	2.006308e+00
3.650191250000042e-04	2.400000e+01	1.203787e+01	2.006312e+00
3.650200000000000e-04	2.400000e+01	1.203791e+01	2.006319e+00
3.653643100994504e-04	2.400000e+01	1.205237e+01	2.008729e+00
3.657086201989009e-04	2.400000e+01	1.206446e+01	2.010744e+00
3.660529302983513e-04	2.400000e+01	1.207418e+01	2.012364e+00
3.663972403978017e-04	2.400000e+01	1.208154e+01	2.013589e+00
3.667415504972522e-04	2.400000e+01	1.208652e+01	2.014420e+00
3.670858605967026e-04	2.400000e+01	1.208913e+01	2.014855e+00
3.674301706961531e-04	2.400000e+01	1.208938e+01	2.014896e+00
3.684067331961531e-04	2.400000e+01	1.208136e+01	2.013561e+00
3.686336284538453e-04	2.400000e+01	1.207756e+01	2.012927e+00
3.688605237115375e-04	2.400000e+01	1.207261e+01	2.012102e+00
3.690874189692296e-04	2.400000e+01	1.206652e+01	2.011087e+00
3.693143142269218e-04	2.400000e+01	1.205928e+01	2.009880e+00
3.695412094846139e-04	2.400000e+01	1.205089e+01	2.008482e+00
3.697681047423061e-04	2.400000e+01	1.204136e+01	2.006894e+00
3.699949999999983e-04	2.400000e+01	1.203069e+01	2.005115e+00
3.699999999999932e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000000000000e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000000000410e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000081854855e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000163709300e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000245563745e-04	2.400000e+01	1.203045e+01	2.005075e+00
3.700000327418190e-04	2.400000e+01	1.203045e+01	2.005074e+00
3.700000409272635e-04	2.400000e+01	1.203045e+01	2.005074e+00
3.700000491127080e-04	2.400000e+01	1.203045e+01	2.005074e+00
3.700000572981525e-04	2.400000e+01	1.203045e+01	2.005074e+00
3.700001145963188e-04	2.400000e+01	1.203044e+01	2.005074e+00
3.700002291926512e-04	2.400000e+01	1.203044e+01	2.005073e+00
3.700004583853160e-04	2.400000e+01	1.203043e+01	2.005071e+00
3.700009167706457e-04	2.400000e+01	1.203040e+01	2.005067e+00
3.700018335413051e-04	2.400000e+01	1.203036e+01	2.005060e+00
3.700100000000000e-04	2.400000e+01	1.202997e+01	2.004995e+00
3.703640332628680e-04	2.400000e+01	1.201527e+01	2.002545e+00
3.707180665257360e-04	2.400000e+01	1.200304e+01	2.000506e+00
3.710720997886040e-04	2.400000e+01	1.199328e+01	1.998880e+00
3.714261330514720e-04	2.400000e+01	1.198599e+01	1.997665e+00
3.717801663143401e-04	2.400000e+01	1.198117e+01	1.996862e+00
3.721341995772080e-04	2.400000e+01	1.197883e+01	1.996472e+00
3.724882328400761e-04	2.400000e+01	1.197896e+01	1.996493e+00
3.734647953400761e-04	2.400000e+01	1.198797e+01	1.997995e+00
3.736855388629223e-04	2.400000e+01	1.199196e+01	1.998659e+00
3.739062823857687e-04	2.400000e+01	1.199701e+01	1.999502e+00
3.741270259086149e-04	2.400000e+01	1.200315e+01	2.000524e+00
3.743477694314612e-04	2.400000e+01	1.201035e+01	2.001726e+00
3.745685129543074e-04	2.400000e+01	1.201864e+01	2.003106e+00
3.747892564771537e-04	2.400000e+01	1.202799e+01	2.004666e+00
3.750100000000000e-04	2.400000e+01	1.203843e+01	2.006404e+00
3.750186250000067e-04	2.400000e+01	1.203884e+01	2.006473e+00
3.750191250000043e-04	2.400000e+01	1.203886e+01	2.006477e+00
3.750200000000000e-04	2.400000e+01	1.203891e+01	2.006484e+00
3.753643100994505e-04	2.400000e+01	1.205339e+01	2.008899e+00
3.757086201989009e-04	2.400000e+01	1.206551e+01	2.010918e+00
3.760529302983514e-04	2.400000e+01	1.207526e+01	2.012543e+00
3.763972403978018e-04	2.400000e+01	1.208264e+01	2.013773e+00
3.767415504972522e-04	2.400000e+01	1.208765e+01	2.014608e+00
3.770858605967027e-04	2.400000e+01	1.209029e+01	2.015048e+00
3.774301706961531e-04	2.400000e+01	1.209056e+01	2.015093e+00
3.784067331961531e-04	2.400000e+01	1.208261e+01	2.013769e+00
3.786343427395598e-04	2.400000e+01	1.207881e+01	2.013135e+00
3.788619522829665e-04	2.400000e+01	1.207385e+01	2.012309e+00
3.790895618263732e-04	2.400000e+01	1.206774e+01	2.011291e+00
3.793171713697799e-04	2.400000e+01	1.206049e+01	2.010081e+00
3.795447809131866e-04	2.400000e+01	1.205207e+01	2.008679e+00
3.797723904565933e-04	2.400000e+01	1.204251e+01	2.007085e+00
3.800000000000000e-04	2.400000e+01	1.203180e+01	2.005300e+00
3.800004999999722e-04	2.400000e+01	1.203178e+01	2.005296e+00
3.800014999999165e-04	2.400000e+01	1.203173e+01	2.005288e+00
3.800034999998051e-04	2.400000e+01	1.203163e+01	2.005272e+00
3.800100000000000e-04	2.400000e+01	1.203132e+01	2.005220e+00
3.803835089155411e-04	2.400000e+01	1.201598e+01	2.002663e+00
3.807570178310822e-04	2.400000e+01	1.200335e+01	2.000558e+00
3.811305267466233e-04	2.400000e+01	1.199343e+01	1.998905e+00
3.815040356621644e-04	2.400000e+01	1.198623e+01	1.997705e+00
3.818775445777055e-04	2.400000e+01	1.198175e+01	1.996958e+00
3.822510534932466e-04	2.400000e+01	1.197998e+01	1.996663e+00
3.826245624087877e-04	2.400000e+01	1.198092e+01	1.996820e+00
3.836011249087877e-04	2.400000e+01	1.199189e+01	1.998648e+00
3.841453748175754e-04	2.400000e+01	1.200524e+01	2.000873e+00
3.850100000000000e-04	2.400000e+01	1.204009e+01	2.006682e+00
3.850186249999999e-04	2.400000e+01	1.204051e+01	2.006751e+00
3.850191249999999e-04	2.400000e+01	1.204053e+01	2.006755e+00
3.850200000000000e-04	2.400000e+01	1.204057e+01	2.006762e+00
3.853643101004528e-04	2.400000e+01	1.205508e+01	2.009180e+00
3.857086202009056e-04	2.400000e+01	1.206721e+01	2.011202e+00
3.860529303013585e-04	2.400000e+01	1.207698e+01	2.012830e+00
3.863972404018113e-04	2.400000e+01	1.208437e+01	2.014062e+00
